Anio	Mes	Estado	Lluvia
2000	Ago	Baja.California.Sur	32.3
2000	Ago	Campeche	300.9
2000	Ago	Ciudad.de.México	163.4
2000	Ago	Coahuila	25.9
2000	Ago	Colima	154.5
2000	Ago	Chiapas	335.6
2000	Ago	Chihuahua	39.1
2000	Ago	Durango	60.7
2000	Ago	Guanajuato	653.3
2000	Ago	Guerrero	124.1
2000	Ago	Hidalgo	107
2000	Ago	Jalisco	121.7
2000	Ago	Estado.de.México	125.5
2000	Ago	Michoacán	149.6
2000	Ago	Morelos	241.2
2000	Ago	Nayarit	238.7
2000	Ago	Nuevo.León	39.8
2000	Ago	Oaxaca	378.8
2000	Ago	Puebla	364.7
2000	Ago	Querétaro	83.8
2000	Ago	Quintana.Roo	317.1
2000	Ago	San.Luis.Potosí	120.4
2000	Ago	Sinaloa	151
2000	Ago	Sonora	60.2
2000	Ago	Tabasco	333.8
2000	Ago	Tamaulipas	128.9
2000	Ago	Tlaxcala	107.5
2000	Ago	Veracruz	377.3
2000	Ago	Yucatán	164.3
2000	Ago	Zacatecas	99.7
2000	Ago	Nacional	130
2000	Sep	Aguascalientes	28.9
2000	Sep	Baja.California	1.1
2000	Sep	Baja.California.Sur	30.8
2000	Sep	Campeche	257.2
2000	Sep	Ciudad.de.México	99.8
2000	Sep	Coahuila	48.1
2000	Sep	Colima	276.2
2000	Sep	Chiapas	401.4
2000	Sep	Chihuahua	24.4
2000	Sep	Durango	48
2000	Sep	Guanajuato	65.1
2000	Sep	Guerrero	232.1
2000	Sep	Hidalgo	77.8
2000	Sep	Jalisco	114.8
2000	Sep	Estado.de.México	99.3
2000	Sep	Michoacán	122.5
2000	Sep	Morelos	156.1
2000	Sep	Nayarit	228.6
2000	Sep	Nuevo.León	75.8
2000	Sep	Oaxaca	244.7
2000	Sep	Puebla	245.2
2000	Sep	Querétaro	58.4
2000	Sep	Quintana.Roo	284
2000	Sep	San.Luis.Potosí	103.9
2000	Sep	Sinaloa	104.6
2000	Sep	Sonora	39.6
2000	Sep	Tabasco	434.3
2000	Sep	Tamaulipas	67.5
2000	Sep	Tlaxcala	64.2
2000	Sep	Veracruz	288.5
2000	Sep	Yucatán	124.4
2000	Sep	Zacatecas	42.4
2000	Sep	Nacional	124.6
2000	Oct	Aguascalientes	16.4
2000	Oct	Baja.California	11.4
2000	Oct	Baja.California.Sur	18.6
2000	Oct	Campeche	174.2
2000	Oct	Ciudad.de.México	54.6
2000	Oct	Coahuila	82.9
2000	Oct	Colima	61.4
2000	Oct	Chiapas	219.4
2000	Oct	Chihuahua	61.4
2000	Oct	Durango	36.3
2000	Oct	Guanajuato	23.7
2000	Oct	Guerrero	49.9
2000	Oct	Hidalgo	36.2
2000	Oct	Jalisco	56.8
2000	Oct	Estado.de.México	52.5
2000	Oct	Michoacán	62.6
2000	Oct	Morelos	69.4
2000	Oct	Nayarit	78.5
2000	Oct	Nuevo.León	123.3
2000	Oct	Oaxaca	106.2
2000	Oct	Puebla	139.3
2000	Oct	Querétaro	16.3
2000	Oct	Quintana.Roo	226.9
2000	Oct	San.Luis.Potosí	61.8
2000	Oct	Sinaloa	117.2
2000	Oct	Sonora	88
2000	Oct	Tabasco	330.8
2000	Oct	Tamaulipas	179.3
2000	Oct	Tlaxcala	43.3
2000	Oct	Veracruz	157.1
2000	Oct	Yucatán	96
2000	Oct	Zacatecas	41.9
2000	Oct	Nacional	92.2
2000	Nov	Aguascalientes	1.2
2000	Nov	Baja.California	2.8
2000	Nov	Baja.California.Sur	6.8
2000	Nov	Campeche	74.1
2000	Nov	Ciudad.de.México	12.3
2000	Nov	Coahuila	42.9
2000	Nov	Colima	7.5
2000	Nov	Chiapas	132.5
2000	Nov	Chihuahua	26.7
2000	Nov	Durango	8.3
2000	Nov	Guanajuato	4.9
2000	Nov	Guerrero	1.1
2000	Nov	Hidalgo	23.7
2000	Nov	Jalisco	2
2000	Nov	Estado.de.México	9.1
2000	Nov	Michoacán	12.4
2000	Nov	Morelos	4.1
2000	Nov	Nayarit	2.1
2000	Nov	Nuevo.León	19.8
2000	Nov	Oaxaca	80.8
2000	Nov	Puebla	74.5
2000	Nov	Querétaro	15.4
2000	Nov	Quintana.Roo	60.3
2000	Nov	San.Luis.Potosí	38.3
2000	Nov	Sinaloa	43.9
2000	Nov	Sonora	16.7
2000	Nov	Tabasco	215.7
2000	Nov	Tamaulipas	50.8
2000	Nov	Tlaxcala	14.4
2000	Nov	Veracruz	128
2000	Nov	Yucatán	36.9
2000	Nov	Zacatecas	3.6
2000	Nov	Nacional	37.3
2000	Dic	Aguascalientes	9.3
2000	Dic	Baja.California	1.3
2000	Dic	Baja.California.Sur	0.7
2000	Dic	Campeche	29
2000	Dic	Ciudad.de.México	1.8
2000	Dic	Coahuila	9.4
2000	Dic	Colima	7
2000	Dic	Chiapas	77.8
2000	Dic	Chihuahua	0.6
2000	Dic	Durango	1
2000	Dic	Guanajuato	3.8
2000	Dic	Guerrero	0.7
2000	Dic	Hidalgo	15
2000	Dic	Jalisco	9.3
2000	Dic	Estado.de.México	1.2
2000	Dic	Michoacán	7.2
2000	Dic	Morelos	1.3
2000	Dic	Nayarit	24.3
2000	Dic	Nuevo.León	8.9
2000	Dic	Oaxaca	35
2000	Dic	Puebla	85.7
2000	Dic	Querétaro	0
2000	Dic	Quintana.Roo	110.7
2000	Dic	San.Luis.Potosí	17.3
2000	Dic	Sinaloa	1.2
2000	Dic	Sonora	0.1
2000	Dic	Tabasco	168.5
2000	Dic	Tamaulipas	44.1
2000	Dic	Tlaxcala	5.4
2000	Dic	Veracruz	99.7
2000	Dic	Yucatán	12.3
2000	Dic	Zacatecas	18.8
2000	Dic	Nacional	20.7
2001	Ene	Aguascalientes	0.5
2001	Ene	Baja.California	57.2
2001	Ene	Baja.California.Sur	1.9
2001	Ene	Campeche	14.7
2001	Ene	Ciudad.de.México	2.3
2001	Ene	Coahuila	15
2001	Ene	Colima	3.5
2001	Ene	Chiapas	23
2001	Ene	Chihuahua	9.4
2001	Ene	Durango	1.6
2001	Ene	Guanajuato	4.9
2001	Ene	Guerrero	2.3
2001	Ene	Hidalgo	9.1
2001	Ene	Jalisco	2.4
2001	Ene	Estado.de.México	4.6
2001	Ene	Michoacán	3.1
2001	Ene	Morelos	3.9
2001	Ene	Nayarit	2.3
2001	Ene	Nuevo.León	14
2001	Ene	Oaxaca	14.8
2001	Ene	Puebla	23.4
2001	Ene	Querétaro	1
2001	Ene	Quintana.Roo	31.9
2001	Ene	San.Luis.Potosí	14.6
2001	Ene	Sinaloa	5
2001	Ene	Sonora	21.8
2001	Ene	Tabasco	57.4
2001	Ene	Tamaulipas	13.2
2001	Ene	Tlaxcala	0.3
2001	Ene	Veracruz	56.3
2001	Ene	Yucatán	10.5
2001	Ene	Zacatecas	1.4
2001	Ene	Nacional	14.8
2001	Feb	Aguascalientes	0.5
2001	Feb	Baja.California	56.1
2001	Feb	Baja.California.Sur	0.2
2001	Feb	Campeche	93.5
2001	Feb	Ciudad.de.México	8.5
2001	Feb	Coahuila	10.2
2001	Feb	Colima	0
2001	Feb	Chiapas	107.5
2001	Feb	Chihuahua	18.1
2001	Feb	Durango	0.4
2001	Feb	Guanajuato	2.6
2001	Feb	Guerrero	0.1
2001	Feb	Hidalgo	34.1
2001	Feb	Jalisco	2.2
2001	Feb	Estado.de.México	6.2
2001	Feb	Michoacán	4.2
2001	Feb	Morelos	0.8
2001	Feb	Nayarit	1.4
2001	Feb	Nuevo.León	16.6
2001	Feb	Oaxaca	33
2001	Feb	Puebla	40.8
2001	Feb	Querétaro	10.3
2001	Feb	Quintana.Roo	17.2
2001	Feb	San.Luis.Potosí	12.2
2001	Feb	Sinaloa	12.1
2001	Feb	Sonora	10.1
2001	Feb	Tabasco	245.5
2001	Feb	Tamaulipas	24.5
2001	Feb	Tlaxcala	7
2001	Feb	Veracruz	53.6
2001	Feb	Yucatán	38.6
2001	Feb	Zacatecas	1.1
2001	Feb	Nacional	24.2
2001	Mar	Aguascalientes	17.8
2001	Mar	Baja.California	17.6
2001	Mar	Baja.California.Sur	4.3
2001	Mar	Campeche	4.1
2001	Mar	Ciudad.de.México	8.5
2001	Mar	Coahuila	24.7
2001	Mar	Colima	16.6
2001	Mar	Chiapas	22.1
2001	Mar	Chihuahua	5.5
2001	Mar	Durango	11.6
2001	Mar	Guanajuato	6.6
2001	Mar	Guerrero	24.4
2001	Mar	Hidalgo	15
2001	Mar	Jalisco	9.4
2001	Mar	Estado.de.México	16.3
2001	Mar	Michoacán	13.3
2001	Mar	Morelos	20.9
2001	Mar	Nayarit	26.1
2001	Mar	Nuevo.León	22
2001	Mar	Oaxaca	41.6
2001	Mar	Puebla	43.7
2001	Mar	Querétaro	3.7
2001	Mar	Quintana.Roo	40.6
2001	Mar	San.Luis.Potosí	14.1
2001	Mar	Sinaloa	24
2001	Mar	Sonora	5
2001	Mar	Tabasco	32.3
2001	Mar	Tamaulipas	19.9
2001	Mar	Tlaxcala	7.7
2001	Mar	Veracruz	62.8
2001	Mar	Yucatán	10.8
2001	Mar	Zacatecas	14.1
2001	Mar	Nacional	18
2001	Abr	Aguascalientes	16.7
2001	Abr	Baja.California	22.1
2001	Abr	Baja.California.Sur	2.2
2001	Abr	Campeche	35.6
2001	Abr	Ciudad.de.México	55.9
2001	Abr	Coahuila	16.5
2001	Abr	Colima	0
2001	Abr	Chiapas	100.9
2001	Abr	Chihuahua	5.9
2001	Abr	Durango	11.9
2001	Abr	Guanajuato	17.8
2001	Abr	Guerrero	12.7
2001	Abr	Hidalgo	25.9
2001	Abr	Jalisco	4.1
2001	Abr	Estado.de.México	40.5
2001	Abr	Michoacán	24.9
2001	Abr	Morelos	20.4
2001	Abr	Nayarit	0
2001	Abr	Nuevo.León	25.8
2001	Abr	Oaxaca	25.6
2001	Abr	Puebla	63.4
2001	Abr	Querétaro	15.9
2001	Abr	Quintana.Roo	38.9
2001	Abr	San.Luis.Potosí	27.8
2001	Abr	Sinaloa	0
2001	Abr	Sonora	7.8
2001	Abr	Tabasco	10.8
2001	Abr	Tamaulipas	54.4
2001	Abr	Tlaxcala	34
2001	Abr	Veracruz	60.6
2001	Abr	Yucatán	30.3
2001	Abr	Zacatecas	15.8
2001	Abr	Nacional	23.7
2001	May	Aguascalientes	17.2
2001	May	Baja.California	0.3
2001	May	Baja.California.Sur	0.4
2001	May	Campeche	116
2001	May	Ciudad.de.México	58
2001	May	Coahuila	22.8
2001	May	Colima	2.9
2001	May	Chiapas	276
2001	May	Chihuahua	11.4
2001	May	Durango	8.8
2001	May	Guanajuato	44.4
2001	May	Guerrero	52.1
2001	May	Hidalgo	57.1
2001	May	Jalisco	25.7
2001	May	Estado.de.México	55.1
2001	May	Michoacán	73
2001	May	Morelos	54.3
2001	May	Nayarit	0
2001	May	Nuevo.León	41.4
2001	May	Oaxaca	121.9
2001	May	Puebla	75.8
2001	May	Querétaro	34.9
2001	May	Quintana.Roo	302.9
2001	May	San.Luis.Potosí	56.8
2001	May	Sinaloa	1.1
2001	May	Sonora	2.2
2001	May	Tabasco	163
2001	May	Tamaulipas	45.7
2001	May	Tlaxcala	86.7
2001	May	Veracruz	162.2
2001	May	Yucatán	57.7
2001	May	Zacatecas	29.2
2001	May	Nacional	53.2
2001	Jun	Aguascalientes	64.6
2001	Jun	Baja.California	0
2001	Jun	Baja.California.Sur	0.1
2001	Jun	Campeche	225.9
2001	Jun	Ciudad.de.México	148.8
2001	Jun	Coahuila	26.2
2001	Jun	Colima	71.5
2001	Jun	Chiapas	169.3
2001	Jun	Chihuahua	34.7
2001	Jun	Durango	27.6
2001	Jun	Guanajuato	161.4
2001	Jun	Guerrero	161.7
2001	Jun	Hidalgo	73
2001	Jun	Jalisco	129.2
2001	Jun	Estado.de.México	143.7
2001	Jun	Michoacán	157.5
2001	Jun	Morelos	226.6
2001	Jun	Nayarit	117.4
2001	Jun	Nuevo.León	57.6
2001	Jun	Oaxaca	286
2001	Jun	Puebla	207.4
2001	Jun	Querétaro	111.2
2001	Jun	Quintana.Roo	39.8
2001	Jun	San.Luis.Potosí	96.6
2001	Jun	Sinaloa	42
2001	Jun	Sonora	20.3
2001	Jun	Tabasco	123.1
2001	Jun	Tamaulipas	82.7
2001	Jun	Tlaxcala	149.4
2001	Jun	Veracruz	205.6
2001	Jun	Yucatán	82
2001	Jun	Zacatecas	74.2
2001	Jun	Nacional	89.9
2001	Jul	Aguascalientes	80.7
2001	Jul	Baja.California	2.5
2001	Jul	Baja.California.Sur	14
2001	Jul	Campeche	237.6
2001	Jul	Ciudad.de.México	162
2001	Jul	Coahuila	23.4
2001	Jul	Colima	158.5
2001	Jul	Chiapas	285.5
2001	Jul	Chihuahua	110.2
2001	Jul	Durango	70.7
2001	Jul	Guanajuato	162.2
2001	Jul	Guerrero	275.7
2001	Jul	Hidalgo	109.5
2001	Jul	Jalisco	180.6
2001	Jul	Estado.de.México	146.8
2001	Jul	Michoacán	221.1
2001	Jul	Morelos	225.1
2001	Jul	Nayarit	276.7
2001	Jul	Nuevo.León	41.2
2001	Jul	Oaxaca	328.4
2001	Jul	Puebla	221.9
2001	Jul	Querétaro	124.8
2001	Jul	Quintana.Roo	75
2001	Jul	San.Luis.Potosí	68
2001	Jul	Sinaloa	155.4
2001	Jul	Sonora	93.1
2001	Jul	Tabasco	186.3
2001	Jul	Tamaulipas	59.4
2001	Jul	Tlaxcala	150
2001	Jul	Veracruz	236.2
2001	Jul	Yucatán	143
2001	Jul	Zacatecas	118
2001	Jul	Nacional	135.1
2001	Ago	Aguascalientes	93.5
2001	Ago	Baja.California	0
2001	Ago	Baja.California.Sur	28.4
2001	Ago	Campeche	182
2001	Ago	Ciudad.de.México	162.1
2001	Ago	Coahuila	40.9
2001	Ago	Colima	255.9
2001	Ago	Chiapas	346.9
2001	Ago	Chihuahua	79.1
2001	Ago	Durango	61.3
2001	Ago	Guanajuato	177.7
2001	Ago	Guerrero	174
2001	Ago	Hidalgo	95.4
2001	Ago	Jalisco	175.6
2001	Ago	Estado.de.México	153.3
2001	Ago	Michoacán	193.8
2001	Ago	Morelos	247.2
2001	Ago	Nayarit	334.6
2001	Ago	Nuevo.León	61
2001	Ago	Oaxaca	313.7
2001	Ago	Puebla	239.6
2001	Ago	Querétaro	122.6
2001	Ago	Quintana.Roo	317.2
2001	Ago	San.Luis.Potosí	120.7
2001	Ago	Sinaloa	148.8
2001	Ago	Sonora	59.3
2001	Ago	Tabasco	318
2001	Ago	Tamaulipas	132.1
2001	Ago	Tlaxcala	78.7
2001	Ago	Veracruz	323.6
2001	Ago	Yucatán	151.3
2001	Ago	Zacatecas	126.5
2001	Ago	Nacional	139.2
2001	Sep	Aguascalientes	93.8
2001	Sep	Baja.California	1.3
2001	Sep	Baja.California.Sur	94.6
2001	Sep	Campeche	157.2
2001	Sep	Ciudad.de.México	163
2001	Sep	Coahuila	81.9
2001	Sep	Colima	140
2001	Sep	Chiapas	426.1
2001	Sep	Chihuahua	32.6
2001	Sep	Durango	32.6
2001	Sep	Guanajuato	89.7
2001	Sep	Guerrero	264.1
2001	Sep	Hidalgo	138.4
2001	Sep	Jalisco	99.3
2001	Sep	Estado.de.México	135
2001	Sep	Michoacán	139.3
2001	Sep	Morelos	253.1
2001	Sep	Nayarit	230.9
2001	Sep	Nuevo.León	213
2001	Sep	Oaxaca	318.1
2001	Sep	Puebla	282.8
2001	Sep	Querétaro	65.1
2001	Sep	Quintana.Roo	216.9
2001	Sep	San.Luis.Potosí	190.3
2001	Sep	Sinaloa	108.8
2001	Sep	Sonora	107
2001	Sep	Tabasco	395.4
2001	Sep	Tamaulipas	207.9
2001	Sep	Tlaxcala	122.2
2001	Sep	Veracruz	327.2
2001	Sep	Yucatán	148.5
2001	Sep	Zacatecas	88
2001	Sep	Nacional	146.2
2001	Oct	Aguascalientes	9.4
2001	Oct	Baja.California	43.9
2001	Oct	Baja.California.Sur	10.6
2001	Oct	Campeche	230.9
2001	Oct	Ciudad.de.México	43.7
2001	Oct	Coahuila	12.7
2001	Oct	Colima	66.4
2001	Oct	Chiapas	279.7
2001	Oct	Chihuahua	7
2001	Oct	Durango	16.9
2001	Oct	Guanajuato	42.3
2001	Oct	Guerrero	50
2001	Oct	Hidalgo	79.7
2001	Oct	Jalisco	35.8
2001	Oct	Estado.de.México	34.2
2001	Oct	Michoacán	54.2
2001	Oct	Morelos	55.9
2001	Oct	Nayarit	28.5
2001	Oct	Nuevo.León	41
2001	Oct	Oaxaca	200.4
2001	Oct	Puebla	163.8
2001	Oct	Querétaro	48
2001	Oct	Quintana.Roo	233.1
2001	Oct	San.Luis.Potosí	63.9
2001	Oct	Sinaloa	20.2
2001	Oct	Sonora	10.4
2001	Oct	Tabasco	468.3
2001	Oct	Tamaulipas	28.2
2001	Oct	Tlaxcala	26.1
2001	Oct	Veracruz	328.7
2001	Oct	Yucatán	114.5
2001	Oct	Zacatecas	14.9
2001	Oct	Nacional	74
2001	Nov	Aguascalientes	1.1
2001	Nov	Baja.California	10.4
2001	Nov	Baja.California.Sur	1.5
2001	Nov	Campeche	79.1
2001	Nov	Ciudad.de.México	7.3
2001	Nov	Coahuila	17.8
2001	Nov	Colima	0
2001	Nov	Chiapas	94.4
2001	Nov	Chihuahua	6.1
2001	Nov	Durango	2.8
2001	Nov	Guanajuato	7
2001	Nov	Guerrero	0.6
2001	Nov	Hidalgo	12.2
2001	Nov	Jalisco	2.5
2001	Nov	Estado.de.México	6.3
2001	Nov	Michoacán	6
2001	Nov	Morelos	0.3
2001	Nov	Nayarit	0.6
2001	Nov	Nuevo.León	49.6
2001	Nov	Oaxaca	22
2001	Nov	Puebla	47.1
2001	Nov	Querétaro	48
2001	Nov	Quintana.Roo	88.9
2001	Nov	San.Luis.Potosí	35.6
2001	Nov	Sinaloa	2.4
2001	Nov	Sonora	0.5
2001	Nov	Tabasco	199.5
2001	Nov	Tamaulipas	75.2
2001	Nov	Tlaxcala	2.4
2001	Nov	Veracruz	103.7
2001	Nov	Yucatán	40.6
2001	Nov	Zacatecas	2.2
2001	Nov	Nacional	24.4
2001	Dic	Aguascalientes	3.4
2001	Dic	Baja.California	17.6
2001	Dic	Baja.California.Sur	0.6
2001	Dic	Campeche	111.4
2001	Dic	Ciudad.de.México	3.5
2001	Dic	Coahuila	13
2001	Dic	Colima	0
2001	Dic	Chiapas	138.5
2001	Dic	Chihuahua	2.9
2001	Dic	Durango	4.8
2001	Dic	Guanajuato	0.6
2001	Dic	Guerrero	10.7
2001	Dic	Hidalgo	1.8
2001	Dic	Jalisco	3.9
2001	Dic	Estado.de.México	0.9
2001	Dic	Michoacán	3
2001	Dic	Morelos	3.1
2001	Dic	Nayarit	6.9
2001	Dic	Nuevo.León	6.9
2001	Dic	Oaxaca	32.1
2001	Dic	Puebla	30.3
2001	Dic	Querétaro	9.5
2001	Dic	Quintana.Roo	147.8
2001	Dic	San.Luis.Potosí	4.1
2001	Dic	Sinaloa	8.8
2001	Dic	Sonora	5.5
2001	Dic	Tabasco	251.8
2001	Dic	Tamaulipas	12.9
2001	Dic	Tlaxcala	14.8
2001	Dic	Veracruz	60.2
2001	Dic	Yucatán	49.9
2001	Dic	Zacatecas	5.4
2001	Dic	Nacional	23.4
2002	Ene	Aguascalientes	22.5
2002	Ene	Baja.California	8.4
2002	Ene	Baja.California.Sur	0.8
2002	Ene	Campeche	68.8
2002	Ene	Ciudad.de.México	8.5
2002	Ene	Coahuila	1.1
2002	Ene	Colima	22.6
2002	Ene	Chiapas	62.1
2002	Ene	Chihuahua	9.6
2002	Ene	Durango	2.1
2002	Ene	Guanajuato	35.5
2002	Ene	Guerrero	16.9
2002	Ene	Hidalgo	17.9
2002	Ene	Jalisco	13.9
2002	Ene	Estado.de.México	12.5
2002	Ene	Michoacán	22
2002	Ene	Morelos	0.9
2002	Ene	Nayarit	1.4
2002	Ene	Nuevo.León	2.3
2002	Ene	Oaxaca	10.5
2002	Ene	Puebla	29
2002	Ene	Querétaro	15
2002	Ene	Quintana.Roo	19.5
2002	Ene	San.Luis.Potosí	16
2002	Ene	Sinaloa	6.3
2002	Ene	Sonora	7.3
2002	Ene	Tabasco	159.3
2002	Ene	Tamaulipas	4.6
2002	Ene	Tlaxcala	6.2
2002	Ene	Veracruz	32.4
2002	Ene	Yucatán	24.7
2002	Ene	Zacatecas	5.8
2002	Ene	Nacional	14
2002	Feb	Aguascalientes	32.5
2002	Feb	Baja.California	2
2002	Feb	Baja.California.Sur	6.7
2002	Feb	Campeche	111.1
2002	Feb	Ciudad.de.México	2.8
2002	Feb	Coahuila	6.3
2002	Feb	Colima	25
2002	Feb	Chiapas	132.6
2002	Feb	Chihuahua	18.7
2002	Feb	Durango	13.7
2002	Feb	Guanajuato	20.1
2002	Feb	Guerrero	6
2002	Feb	Hidalgo	7.8
2002	Feb	Jalisco	18.7
2002	Feb	Estado.de.México	6.8
2002	Feb	Michoacán	12.7
2002	Feb	Morelos	4.1
2002	Feb	Nayarit	59.8
2002	Feb	Nuevo.León	5.9
2002	Feb	Oaxaca	13.8
2002	Feb	Puebla	31.3
2002	Feb	Querétaro	11.3
2002	Feb	Quintana.Roo	132.6
2002	Feb	San.Luis.Potosí	12.1
2002	Feb	Sinaloa	18.3
2002	Feb	Sonora	20.2
2002	Feb	Tabasco	308.7
2002	Feb	Tamaulipas	8.5
2002	Feb	Tlaxcala	3
2002	Feb	Veracruz	45
2002	Feb	Yucatán	89.3
2002	Feb	Zacatecas	38.4
2002	Feb	Nacional	29.6
2002	Mar	Aguascalientes	0.1
2002	Mar	Baja.California	15
2002	Mar	Baja.California.Sur	0.1
2002	Mar	Campeche	11.8
2002	Mar	Ciudad.de.México	15.3
2002	Mar	Coahuila	1.5
2002	Mar	Colima	0
2002	Mar	Chiapas	45
2002	Mar	Chihuahua	2.8
2002	Mar	Durango	0
2002	Mar	Guanajuato	2.9
2002	Mar	Guerrero	0.7
2002	Mar	Hidalgo	7.8
2002	Mar	Jalisco	0
2002	Mar	Estado.de.México	9.1
2002	Mar	Michoacán	3.5
2002	Mar	Morelos	3.6
2002	Mar	Nayarit	0
2002	Mar	Nuevo.León	10.1
2002	Mar	Oaxaca	7.5
2002	Mar	Puebla	19.2
2002	Mar	Querétaro	1.2
2002	Mar	Quintana.Roo	66.2
2002	Mar	San.Luis.Potosí	5.5
2002	Mar	Sinaloa	0
2002	Mar	Sonora	0.8
2002	Mar	Tabasco	118.2
2002	Mar	Tamaulipas	9.5
2002	Mar	Tlaxcala	9.6
2002	Mar	Veracruz	29.2
2002	Mar	Yucatán	22.8
2002	Mar	Zacatecas	0.1
2002	Mar	Nacional	7.8
2002	Abr	Aguascalientes	1.3
2002	Abr	Baja.California	8.1
2002	Abr	Baja.California.Sur	0
2002	Abr	Campeche	9
2002	Abr	Ciudad.de.México	32.7
2002	Abr	Coahuila	20.7
2002	Abr	Colima	0
2002	Abr	Chiapas	58.1
2002	Abr	Chihuahua	1.6
2002	Abr	Durango	3.1
2002	Abr	Guanajuato	7
2002	Abr	Guerrero	1.7
2002	Abr	Hidalgo	23.7
2002	Abr	Jalisco	1.6
2002	Abr	Estado.de.México	26.8
2002	Abr	Michoacán	6.2
2002	Abr	Morelos	5.1
2002	Abr	Nayarit	0
2002	Abr	Nuevo.León	11.7
2002	Abr	Oaxaca	4
2002	Abr	Puebla	21.4
2002	Abr	Querétaro	28.5
2002	Abr	Quintana.Roo	10.2
2002	Abr	San.Luis.Potosí	9.1
2002	Abr	Sinaloa	0.2
2002	Abr	Sonora	0
2002	Abr	Tabasco	24.4
2002	Abr	Tamaulipas	23.4
2002	Abr	Tlaxcala	21
2002	Abr	Veracruz	19.6
2002	Abr	Yucatán	6.6
2002	Abr	Zacatecas	3.4
2002	Abr	Nacional	8.6
2002	May	Aguascalientes	31.5
2002	May	Baja.California	0
2002	May	Baja.California.Sur	0
2002	May	Campeche	93.8
2002	May	Ciudad.de.México	24.1
2002	May	Coahuila	42.1
2002	May	Colima	4.2
2002	May	Chiapas	129.8
2002	May	Chihuahua	8.1
2002	May	Durango	15.1
2002	May	Guanajuato	19.4
2002	May	Guerrero	39.9
2002	May	Hidalgo	21.2
2002	May	Jalisco	20.8
2002	May	Estado.de.México	21.8
2002	May	Michoacán	37.5
2002	May	Morelos	0
2002	May	Nayarit	0.7
2002	May	Nuevo.León	20
2002	May	Oaxaca	34.6
2002	May	Puebla	53
2002	May	Querétaro	13.7
2002	May	Quintana.Roo	93.9
2002	May	San.Luis.Potosí	30.3
2002	May	Sinaloa	0
2002	May	Sonora	0
2002	May	Tabasco	77.1
2002	May	Tamaulipas	26.4
2002	May	Tlaxcala	29.5
2002	May	Veracruz	44.4
2002	May	Yucatán	57
2002	May	Zacatecas	20.7
2002	May	Nacional	31.2
2002	Jun	Aguascalientes	50.8
2002	Jun	Baja.California	0
2002	Jun	Baja.California.Sur	0
2002	Jun	Campeche	173.7
2002	Jun	Ciudad.de.México	88.1
2002	Jun	Coahuila	35.4
2002	Jun	Colima	79.4
2002	Jun	Chiapas	302.6
2002	Jun	Chihuahua	19.7
2002	Jun	Durango	31.7
2002	Jun	Guanajuato	90.5
2002	Jun	Guerrero	153.7
2002	Jun	Hidalgo	85.9
2002	Jun	Jalisco	109.6
2002	Jun	Estado.de.México	86
2002	Jun	Michoacán	146.1
2002	Jun	Morelos	152
2002	Jun	Nayarit	37.7
2002	Jun	Nuevo.León	55.6
2002	Jun	Oaxaca	322.9
2002	Jun	Puebla	217.6
2002	Jun	Querétaro	63.6
2002	Jun	Quintana.Roo	278.3
2002	Jun	San.Luis.Potosí	112.5
2002	Jun	Sinaloa	1.8
2002	Jun	Sonora	1
2002	Jun	Tabasco	326.1
2002	Jun	Tamaulipas	95.4
2002	Jun	Tlaxcala	101.8
2002	Jun	Veracruz	308.9
2002	Jun	Yucatán	185.2
2002	Jun	Zacatecas	72.5
2002	Jun	Nacional	102.1
2002	Jul	Aguascalientes	179.6
2002	Jul	Baja.California	0
2002	Jul	Baja.California.Sur	14.3
2002	Jul	Campeche	211.1
2002	Jul	Ciudad.de.México	190.6
2002	Jul	Coahuila	97.4
2002	Jul	Colima	180.3
2002	Jul	Chiapas	244.7
2002	Jul	Chihuahua	126.1
2002	Jul	Durango	78.1
2002	Jul	Guanajuato	254.4
2002	Jul	Guerrero	166.2
2002	Jul	Hidalgo	59
2002	Jul	Jalisco	226
2002	Jul	Estado.de.México	151.1
2002	Jul	Michoacán	215.4
2002	Jul	Morelos	109.8
2002	Jul	Nayarit	263.8
2002	Jul	Nuevo.León	130.6
2002	Jul	Oaxaca	289.6
2002	Jul	Puebla	247.2
2002	Jul	Querétaro	118.9
2002	Jul	Quintana.Roo	76.6
2002	Jul	San.Luis.Potosí	148.2
2002	Jul	Sinaloa	112.9
2002	Jul	Sonora	56.1
2002	Jul	Tabasco	65.7
2002	Jul	Tamaulipas	100.8
2002	Jul	Tlaxcala	98.1
2002	Jul	Veracruz	241.8
2002	Jul	Yucatán	76
2002	Jul	Zacatecas	134.3
2002	Jul	Nacional	135.5
2002	Ago	Aguascalientes	112.1
2002	Ago	Baja.California	0
2002	Ago	Baja.California.Sur	14.9
2002	Ago	Campeche	225.9
2002	Ago	Ciudad.de.México	102.6
2002	Ago	Coahuila	16.6
2002	Ago	Colima	165.4
2002	Ago	Chiapas	229.1
2002	Ago	Chihuahua	86.5
2002	Ago	Durango	94.2
2002	Ago	Guanajuato	122.7
2002	Ago	Guerrero	104.9
2002	Ago	Hidalgo	50.6
2002	Ago	Jalisco	141.6
2002	Ago	Estado.de.México	87.9
2002	Ago	Michoacán	157.7
2002	Ago	Morelos	86.4
2002	Ago	Nayarit	201
2002	Ago	Nuevo.León	29.1
2002	Ago	Oaxaca	220.8
2002	Ago	Puebla	141.6
